City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
183,Talnakh,RU,2022-12-20 19:32:56,69.4865,88.3972,-25.8,98,100,2.8
184,Velsk,RU,2022-12-20 19:32:56,61.0701,42.0983,0.63,100,100,1.59
185,Wynyard,AU,2022-12-20 19:32:57,-41.0,145.7167,55.98,80,67,12.41
186,San Patricio,US,2022-12-20 19:32:57,28.017,-97.5169,58.87,74,100,16.35
187,Tezu,IN,2022-12-20 19:32:58,27.9167,96.1667,59.07,47,29,4.12
188,Georgetown,MY,2022-12-20 19:31:12,5.4112,100.3354,80.53,89,20,6.91
189,Hamilton,US,2022-12-20 19:32:58,39.1834,-84.5333,45.72,48,0,3.44
190,Batagay,RU,2022-12-20 19:32:59,67.6333,134.6333,-28.8,95,93,0.72
191,Hovd,MN,2022-12-20 19:32:59,48.0056,91.6419,6.69,75,21,2.44
192,Port Shepstone,ZA,2022-12-20 19:33:00,-30.7414,30.455,69.1,81,100,18.34
193,Anloga,GH,2022-12-20 19:33:00,5.7947,0.8973,81.25,78,52,9.15
194,Severo-Kurilsk,RU,2022-12-20 19:33:01,50.6789,156.125,30.29,92,100,22.88
195,Qaqortoq,GL,2022-12-20 19:33:01,60.7167,-46.0333,7.74,63,0,7.72
196,Dagua,CO,2022-12-20 19:33:01,3.6569,-76.6886,86.5,85,100,4.72
197,Mountain Home,US,2022-12-20 19:33:02,43.133,-115.6912,30.15,69,75,7.0
198,Rizhao,CN,2022-12-20 19:33:02,35.4275,119.4553,32.22,67,0,6.78
199,Cape Town,ZA,2022-12-20 19:28:17,-33.9258,18.4232,68.11,73,20,23.02
200,Hualmay,PE,2022-12-20 19:33:03,-11.0964,-77.6139,75.47,73,60,10.33
201,Cayenne,GF,2022-12-20 19:33:04,4.9333,-52.3333,84.24,65,75,14.97
202,Pangnirtung,CA,2022-12-20 19:33:04,66.1451,-65.7125,8.6,92,100,8.05
203,Moroto,UG,2022-12-20 19:33:05,2.5345,34.6666,72.73,29,41,7.83
204,Quang Ngai,VN,2022-12-20 19:33:05,15.1167,108.8,69.13,93,100,6.4
205,Muskegon,US,2022-12-20 19:33:06,43.3,-86.1334,33.82,78,100,8.05
206,Gladstone,AU,2022-12-20 19:30:02,-23.85,151.25,66.78,72,2,4.61
207,Ntoum,GA,2022-12-20 19:33:07,0.3833,9.7833,76.71,91,98,2.89
208,Axim,GH,2022-12-20 19:33:07,4.8699,-2.2405,80.11,80,76,8.63
209,Brockville,CA,2022-12-20 19:33:08,44.5834,-75.6826,25.72,83,87,1.01
210,Luderitz,NA,2022-12-20 19:33:08,-26.6481,15.1594,68.76,64,0,21.54
211,Koutsouras,GR,2022-12-20 19:33:09,35.0339,25.9469,55.11,54,25,19.24
212,Carnduff,CA,2022-12-20 19:33:09,49.1667,-101.8009,-13.47,93,8,11.05
213,Nsanje,MW,2022-12-20 19:33:10,-16.92,35.262,73.49,93,100,1.72
214,Henties Bay,NA,2022-12-20 19:33:10,-22.116,14.2845,61.03,91,0,3.51
215,Shimoda,JP,2022-12-20 19:33:11,34.6667,138.95,45.14,71,5,5.93
216,Saint-Augustin,CA,2022-12-20 19:33:12,51.226,-58.6502,30.52,76,12,13.91
217,Ketchikan,US,2022-12-20 19:33:12,55.3422,-131.6461,15.78,44,0,6.91
218,San Antonio,US,2022-12-20 19:30:52,29.4241,-98.4936,54.48,80,100,12.66
219,Paris,FR,2022-12-20 19:33:13,48.8534,2.3488,53.53,94,100,9.22
220,College,US,2022-12-20 19:33:13,64.8569,-147.8028,-36.45,66,75,0.0
221,Aykhal,RU,2022-12-20 19:33:14,66.0,111.5,-22.54,100,96,4.72
222,Nome,US,2022-12-20 19:33:14,64.5011,-165.4064,0.16,78,0,0.0
223,El Dorado,US,2022-12-20 19:30:32,38.7666,-120.5177,50.63,68,80,3.13
224,Uchiza,PE,2022-12-20 19:33:15,-8.4592,-76.4633,82.54,72,89,1.43
